,id,filepath,label
0,blues,gtzan_genre/genres/blues/blues.00000.au,0
1,blues,gtzan_genre/genres/blues/blues.00001.au,0
2,blues,gtzan_genre/genres/blues/blues.00002.au,0
3,blues,gtzan_genre/genres/blues/blues.00003.au,0
4,blues,gtzan_genre/genres/blues/blues.00004.au,0
5,blues,gtzan_genre/genres/blues/blues.00005.au,0
6,blues,gtzan_genre/genres/blues/blues.00006.au,0
7,blues,gtzan_genre/genres/blues/blues.00007.au,0
8,blues,gtzan_genre/genres/blues/blues.00008.au,0
9,blues,gtzan_genre/genres/blues/blues.00009.au,0
10,blues,gtzan_genre/genres/blues/blues.00010.au,0
11,blues,gtzan_genre/genres/blues/blues.00011.au,0
12,blues,gtzan_genre/genres/blues/blues.00012.au,0
13,blues,gtzan_genre/genres/blues/blues.00013.au,0
14,blues,gtzan_genre/genres/blues/blues.00014.au,0
15,blues,gtzan_genre/genres/blues/blues.00015.au,0
16,blues,gtzan_genre/genres/blues/blues.00016.au,0
17,blues,gtzan_genre/genres/blues/blues.00017.au,0
18,blues,gtzan_genre/genres/blues/blues.00018.au,0
19,blues,gtzan_genre/genres/blues/blues.00019.au,0
20,blues,gtzan_genre/genres/blues/blues.00020.au,0
21,blues,gtzan_genre/genres/blues/blues.00021.au,0
22,blues,gtzan_genre/genres/blues/blues.00022.au,0
23,blues,gtzan_genre/genres/blues/blues.00023.au,0
24,blues,gtzan_genre/genres/blues/blues.00024.au,0
25,blues,gtzan_genre/genres/blues/blues.00025.au,0
26,blues,gtzan_genre/genres/blues/blues.00026.au,0
27,blues,gtzan_genre/genres/blues/blues.00027.au,0
28,blues,gtzan_genre/genres/blues/blues.00028.au,0
29,blues,gtzan_genre/genres/blues/blues.00029.au,0
30,blues,gtzan_genre/genres/blues/blues.00030.au,0
31,blues,gtzan_genre/genres/blues/blues.00031.au,0
32,blues,gtzan_genre/genres/blues/blues.00032.au,0
33,blues,gtzan_genre/genres/blues/blues.00033.au,0
34,blues,gtzan_genre/genres/blues/blues.00034.au,0
35,blues,gtzan_genre/genres/blues/blues.00035.au,0
36,blues,gtzan_genre/genres/blues/blues.00036.au,0
37,blues,gtzan_genre/genres/blues/blues.00037.au,0
38,blues,gtzan_genre/genres/blues/blues.00038.au,0
39,blues,gtzan_genre/genres/blues/blues.00039.au,0
40,blues,gtzan_genre/genres/blues/blues.00040.au,0
41,blues,gtzan_genre/genres/blues/blues.00041.au,0
42,blues,gtzan_genre/genres/blues/blues.00042.au,0
43,blues,gtzan_genre/genres/blues/blues.00043.au,0
44,blues,gtzan_genre/genres/blues/blues.00044.au,0
45,blues,gtzan_genre/genres/blues/blues.00045.au,0
46,blues,gtzan_genre/genres/blues/blues.00046.au,0
47,blues,gtzan_genre/genres/blues/blues.00047.au,0
48,blues,gtzan_genre/genres/blues/blues.00048.au,0
49,blues,gtzan_genre/genres/blues/blues.00049.au,0
50,blues,gtzan_genre/genres/blues/blues.00050.au,0
51,blues,gtzan_genre/genres/blues/blues.00051.au,0
52,blues,gtzan_genre/genres/blues/blues.00052.au,0
53,blues,gtzan_genre/genres/blues/blues.00053.au,0
54,blues,gtzan_genre/genres/blues/blues.00054.au,0
55,blues,gtzan_genre/genres/blues/blues.00055.au,0
56,blues,gtzan_genre/genres/blues/blues.00056.au,0
57,blues,gtzan_genre/genres/blues/blues.00057.au,0
58,blues,gtzan_genre/genres/blues/blues.00058.au,0
59,blues,gtzan_genre/genres/blues/blues.00059.au,0
60,blues,gtzan_genre/genres/blues/blues.00060.au,0
61,blues,gtzan_genre/genres/blues/blues.00061.au,0
62,blues,gtzan_genre/genres/blues/blues.00062.au,0
63,blues,gtzan_genre/genres/blues/blues.00063.au,0
64,blues,gtzan_genre/genres/blues/blues.00064.au,0
65,blues,gtzan_genre/genres/blues/blues.00065.au,0
66,blues,gtzan_genre/genres/blues/blues.00066.au,0
67,blues,gtzan_genre/genres/blues/blues.00067.au,0
68,blues,gtzan_genre/genres/blues/blues.00068.au,0
69,blues,gtzan_genre/genres/blues/blues.00069.au,0
70,blues,gtzan_genre/genres/blues/blues.00070.au,0
71,blues,gtzan_genre/genres/blues/blues.00071.au,0
72,blues,gtzan_genre/genres/blues/blues.00072.au,0
73,blues,gtzan_genre/genres/blues/blues.00073.au,0
74,blues,gtzan_genre/genres/blues/blues.00074.au,0
75,blues,gtzan_genre/genres/blues/blues.00075.au,0
76,blues,gtzan_genre/genres/blues/blues.00076.au,0
77,blues,gtzan_genre/genres/blues/blues.00077.au,0
78,blues,gtzan_genre/genres/blues/blues.00078.au,0
79,blues,gtzan_genre/genres/blues/blues.00079.au,0
80,blues,gtzan_genre/genres/blues/blues.00080.au,0
81,blues,gtzan_genre/genres/blues/blues.00081.au,0
82,blues,gtzan_genre/genres/blues/blues.00082.au,0
83,blues,gtzan_genre/genres/blues/blues.00083.au,0
84,blues,gtzan_genre/genres/blues/blues.00084.au,0
85,blues,gtzan_genre/genres/blues/blues.00085.au,0
86,blues,gtzan_genre/genres/blues/blues.00086.au,0
87,blues,gtzan_genre/genres/blues/blues.00087.au,0
88,blues,gtzan_genre/genres/blues/blues.00088.au,0
89,blues,gtzan_genre/genres/blues/blues.00089.au,0
90,blues,gtzan_genre/genres/blues/blues.00090.au,0
91,blues,gtzan_genre/genres/blues/blues.00091.au,0
92,blues,gtzan_genre/genres/blues/blues.00092.au,0
93,blues,gtzan_genre/genres/blues/blues.00093.au,0
94,blues,gtzan_genre/genres/blues/blues.00094.au,0
95,blues,gtzan_genre/genres/blues/blues.00095.au,0
96,blues,gtzan_genre/genres/blues/blues.00096.au,0
97,blues,gtzan_genre/genres/blues/blues.00097.au,0
98,blues,gtzan_genre/genres/blues/blues.00098.au,0
99,blues,gtzan_genre/genres/blues/blues.00099.au,0
100,classical,gtzan_genre/genres/classical/classical.00000.au,1
101,classical,gtzan_genre/genres/classical/classical.00001.au,1
102,classical,gtzan_genre/genres/classical/classical.00002.au,1
103,classical,gtzan_genre/genres/classical/classical.00003.au,1
104,classical,gtzan_genre/genres/classical/classical.00004.au,1
105,classical,gtzan_genre/genres/classical/classical.00005.au,1
106,classical,gtzan_genre/genres/classical/classical.00006.au,1
107,classical,gtzan_genre/genres/classical/classical.00007.au,1
108,classical,gtzan_genre/genres/classical/classical.00008.au,1
109,classical,gtzan_genre/genres/classical/classical.00009.au,1
110,classical,gtzan_genre/genres/classical/classical.00010.au,1
111,classical,gtzan_genre/genres/classical/classical.00011.au,1
112,classical,gtzan_genre/genres/classical/classical.00012.au,1
113,classical,gtzan_genre/genres/classical/classical.00013.au,1
114,classical,gtzan_genre/genres/classical/classical.00014.au,1
115,classical,gtzan_genre/genres/classical/classical.00015.au,1
116,classical,gtzan_genre/genres/classical/classical.00016.au,1
117,classical,gtzan_genre/genres/classical/classical.00017.au,1
118,classical,gtzan_genre/genres/classical/classical.00018.au,1
119,classical,gtzan_genre/genres/classical/classical.00019.au,1
120,classical,gtzan_genre/genres/classical/classical.00020.au,1
121,classical,gtzan_genre/genres/classical/classical.00021.au,1
122,classical,gtzan_genre/genres/classical/classical.00022.au,1
123,classical,gtzan_genre/genres/classical/classical.00023.au,1
124,classical,gtzan_genre/genres/classical/classical.00024.au,1
125,classical,gtzan_genre/genres/classical/classical.00025.au,1
126,classical,gtzan_genre/genres/classical/classical.00026.au,1
127,classical,gtzan_genre/genres/classical/classical.00027.au,1
128,classical,gtzan_genre/genres/classical/classical.00028.au,1
129,classical,gtzan_genre/genres/classical/classical.00029.au,1
130,classical,gtzan_genre/genres/classical/classical.00030.au,1
131,classical,gtzan_genre/genres/classical/classical.00031.au,1
